model,n_features,features,param,smote,feature_selection_method,fs_estimator,f2_mean,f2_std,precision_mean,recall_mean,training_time
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=7,0.1,backward,RandomForest,0.18234576668311608,0.10443535737738933,0.7214285714285713,0.15789473684210525,0.05492377281188965
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=9,0.1,backward,RandomForest,0.2472253015079328,0.08538963876594267,0.5182828282828282,0.2210526315789474,0.0553739070892334
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=None,0.1,backward,RandomForest,0.4258959885099703,0.1485049843204532,0.3939988116458705,0.44210526315789467,0.06115579605102539
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=50,0.1,backward,RandomForest,0.40191233143009397,0.16203512313935114,0.9168181818181818,0.35789473684210527,0.49025464057922363
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=100,0.1,backward,RandomForest,0.3821138211382114,0.11599547676970935,0.8861111111111111,0.3368421052631579,0.8750996589660645
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=3,0.2,backward,RandomForest,0.6771414581981593,0.08360713985038912,0.5904810053445038,0.7052631578947368,0.09729814529418945
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=5,0.2,backward,RandomForest,0.5564591530278007,0.08081134397024187,0.537989084959974,0.5631578947368421,0.10263180732727051
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=7,0.2,backward,RandomForest,0.5058831224696354,0.1085755019752566,0.5646459726998776,0.4947368421052632,0.11367321014404297
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=9,0.2,backward,RandomForest,0.4627215675776304,0.07316935348172063,0.551909251633074,0.4473684210526316,0.10064983367919922
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=3,0.2,backward,RandomForest,0.08387366375981176,0.032488812166998886,1.0,0.06842105263157894,0.05182504653930664
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=5,0.2,backward,RandomForest,0.22632959115305545,0.04999926418452638,0.7576470588235295,0.19473684210526315,0.061107635498046875
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=7,0.2,backward,RandomForest,0.31210359992999953,0.05807241586408133,0.7520855614973263,0.2736842105263158,0.055768728256225586
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=9,0.2,backward,RandomForest,0.4975318692718208,0.062223513922277984,0.7234721600238843,0.46315789473684205,0.0578153133392334
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=None,0.2,backward,RandomForest,0.6668991919319758,0.08213473670161002,0.6876705775210888,0.6631578947368421,0.06267809867858887
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=50,0.2,backward,RandomForest,0.6001832071228096,0.08089945310286038,0.9429487179487179,0.5526315789473685,0.4969639778137207
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=100,0.2,backward,RandomForest,0.5945484226353803,0.07839383245331653,0.934119658119658,0.5473684210526316,0.9253942966461182
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=3,0.3,backward,RandomForest,0.8064897090332412,0.03872322869857042,0.6822708284754813,0.8456140350877194,0.10797357559204102
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=5,0.3,backward,RandomForest,0.7747647551674398,0.03770209743221984,0.6589613470959161,0.8105263157894737,0.12145805358886719
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=7,0.3,backward,RandomForest,0.7050710766827353,0.05788077367747777,0.6142602587515218,0.7333333333333333,0.10641741752624512
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=9,0.3,backward,RandomForest,0.6484934059599657,0.058384620479502464,0.6105202702401138,0.6596491228070176,0.11221861839294434
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=3,0.3,backward,RandomForest,0.13171062710518677,0.05653404490425445,1.0,0.10877192982456138,0.06081223487854004
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=5,0.3,backward,RandomForest,0.2086690103695399,0.03930493420335523,0.9,0.1754385964912281,0.06483936309814453
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=7,0.3,backward,RandomForest,0.5988588523669531,0.061023543056346635,0.6232488776007593,0.5964912280701755,0.06114816665649414
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=9,0.3,backward,RandomForest,0.6432550547227498,0.041962893571835004,0.7003371644356667,0.6350877192982456,0.058121442794799805
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=None,0.3,backward,RandomForest,0.7388674583247733,0.04499810189558523,0.7346846829451646,0.7403508771929824,0.05998992919921875
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=50,0.3,backward,RandomForest,0.7745912847036444,0.06186274106063785,0.9612637362637363,0.7403508771929823,0.510493278503418
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=100,0.3,backward,RandomForest,0.7834429511009438,0.05682734066167742,0.9576370648321868,0.750877192982456,0.9254193305969238
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=3,0.4,backward,RandomForest,0.8607844352424211,0.04333707734390245,0.7036803394625177,0.9131578947368422,0.1265733242034912
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=5,0.4,backward,RandomForest,0.8206975593222985,0.05320321975474876,0.66511745105899,0.8736842105263157,0.11399626731872559
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=7,0.4,backward,RandomForest,0.8128131233587208,0.05417180986979141,0.6625726019602913,0.8631578947368421,0.11675453186035156
KNN,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,k=9,0.4,backward,RandomForest,0.7864340618319858,0.04029965453949271,0.6429981904913199,0.8342105263157894,0.12148451805114746
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=3,0.4,backward,RandomForest,0.08053833721786885,0.04235746677767865,1.0,0.06578947368421052,0.056172847747802734
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=5,0.4,backward,RandomForest,0.5757463587566394,0.19536913557122426,0.573262464738764,0.6026315789473684,0.05488181114196777
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=7,0.4,backward,RandomForest,0.6878950307455763,0.03607666279739421,0.6522276277074014,0.7,0.055782318115234375
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=9,0.4,backward,RandomForest,0.7425636206222264,0.04479612280193752,0.7393890328770263,0.7447368421052631,0.060765981674194336
DecisionTree,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,max_depth=None,0.4,backward,RandomForest,0.7744326646669109,0.024134185527441225,0.8157266943582734,0.7657894736842105,0.06203150749206543
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=50,0.4,backward,RandomForest,0.8244741182548492,0.027418073292230317,0.9716440980580966,0.7947368421052631,0.5247743129730225
RandomForest,6,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num,n_estimators=100,0.4,backward,RandomForest,0.8192652243699026,0.038497687931988434,0.9683815646061792,0.7894736842105263,0.9575817584991455
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=3,0.1,backward,RandomForest,0.21739717021402555,0.06197777481666628,0.35528817587641115,0.19999999999999998,0.09949254989624023
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=5,0.1,backward,RandomForest,0.22515959872321023,0.07452327611266989,0.48388888888888887,0.19999999999999998,0.09827828407287598
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=7,0.1,backward,RandomForest,0.14854803106544248,0.03024605579848593,0.6228571428571428,0.12631578947368421,0.09826159477233887
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=9,0.1,backward,RandomForest,0.11393622200584226,0.04737413841969956,0.65,0.09473684210526315,0.09844136238098145
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=3,0.1,backward,RandomForest,0.05161505161505161,0.048060612664037786,0.6,0.042105263157894736,0.05097532272338867
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=5,0.1,backward,RandomForest,0.12692729211716552,0.06788630692516366,0.8666666666666666,0.10526315789473684,0.05491328239440918
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=7,0.1,backward,RandomForest,0.16362803862803862,0.06260182494132252,0.9,0.13684210526315788,0.05269122123718262
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=9,0.1,backward,RandomForest,0.24015539281308235,0.0620900735221401,0.5676190476190476,0.21052631578947367,0.05653071403503418
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=None,0.1,backward,RandomForest,0.33078239689279487,0.10318148884146996,0.44606516290726816,0.3157894736842105,0.06646728515625
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=50,0.1,backward,RandomForest,0.2892794279896543,0.08967287158495652,0.505097125097125,0.2631578947368421,0.4828052520751953
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=100,0.1,backward,RandomForest,0.24675113622626874,0.07448588411369259,0.48297979797979795,0.22105263157894733,0.8626956939697266
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=3,0.2,backward,RandomForest,0.5228191913571253,0.054995783795917116,0.5389087301587301,0.5210526315789473,0.09882998466491699
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=5,0.2,backward,RandomForest,0.4941317911569628,0.08226548425593903,0.5430958384905754,0.4842105263157895,0.11014223098754883
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=7,0.2,backward,RandomForest,0.4046362462034008,0.09082655118996662,0.5222277909904685,0.38421052631578945,0.10087895393371582
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=9,0.2,backward,RandomForest,0.3695087696998201,0.0616222951842131,0.5698328214435293,0.34210526315789475,0.09960675239562988
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=3,0.2,backward,RandomForest,0.14397574368879965,0.11692857937876797,1.0,0.12105263157894734,0.050583600997924805
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=5,0.2,backward,RandomForest,0.2656689865092475,0.0986280156999592,1.0,0.2263157894736842,0.05330657958984375
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=7,0.2,backward,RandomForest,0.4165175900180329,0.13115796682579708,0.9625,0.3684210526315789,0.05532026290893555
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=9,0.2,backward,RandomForest,0.5000031272477092,0.09550692500731967,0.8707602339181287,0.4526315789473684,0.05588245391845703
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=None,0.2,backward,RandomForest,0.5844172425528813,0.0450613172473514,0.7327549332388041,0.5578947368421052,0.06043815612792969
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=50,0.2,backward,RandomForest,0.5949140712351076,0.06026868566689662,0.8259076269945835,0.5578947368421052,0.4942131042480469
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=100,0.2,backward,RandomForest,0.599606272282853,0.07487586292066388,0.8236321548821548,0.5631578947368421,0.8974707126617432
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=3,0.3,backward,RandomForest,0.7191289957979085,0.019001656077377648,0.6686090345680857,0.7333333333333334,0.11265325546264648
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=5,0.3,backward,RandomForest,0.7297321703373117,0.0490391132381507,0.6472615481445889,0.7543859649122806,0.10728669166564941
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=7,0.3,backward,RandomForest,0.7058262050306305,0.05101169994700832,0.6166813049240892,0.7333333333333334,0.10968995094299316
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=9,0.3,backward,RandomForest,0.6583953576679186,0.04353535758444724,0.6058941392815826,0.6736842105263158,0.10268592834472656
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=3,0.3,backward,RandomForest,0.18545444253320625,0.041375981394529235,1.0,0.15438596491228068,0.06110191345214844
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=5,0.3,backward,RandomForest,0.29816720759878657,0.08093472197718664,0.9638888888888889,0.256140350877193,0.06219911575317383
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=7,0.3,backward,RandomForest,0.4317488436332491,0.10516647596763738,0.9511779824373529,0.38245614035087716,0.061640024185180664
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=9,0.3,backward,RandomForest,0.4980551009740607,0.08824074254465426,0.8418008725229221,0.45614035087719296,0.06023764610290527
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=None,0.3,backward,RandomForest,0.7105682327360178,0.03980129344207278,0.8487288597926895,0.6842105263157894,0.05733013153076172
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=50,0.3,backward,RandomForest,0.7580426524853484,0.03685824996698759,0.9196055058251991,0.7263157894736841,0.4975156784057617
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=100,0.3,backward,RandomForest,0.759899641516323,0.04277668364417943,0.9120133984642343,0.7298245614035087,0.9277350902557373
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=3,0.4,backward,RandomForest,0.8060021448111442,0.027608949479251736,0.7264493365712876,0.8289473684210525,0.10705924034118652
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=5,0.4,backward,RandomForest,0.7876640886384995,0.02501911518257192,0.6932614381683871,0.8157894736842104,0.11353826522827148
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=7,0.4,backward,RandomForest,0.7836133443448988,0.030678718942101127,0.6868307481095205,0.8131578947368421,0.11619710922241211
KNN,5,score_risque_client;jour;mois;jour_semaine;is_weekend,k=9,0.4,backward,RandomForest,0.7524982274056774,0.03605712374941962,0.6558139495896933,0.781578947368421,0.11400747299194336
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=3,0.4,backward,RandomForest,0.14662628326274582,0.03441721612777631,1.0,0.12105263157894737,0.05599093437194824
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=5,0.4,backward,RandomForest,0.40171267464401017,0.17592806209130188,0.9108591065292095,0.3736842105263158,0.06204533576965332
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=7,0.4,backward,RandomForest,0.5424868012440939,0.05271001625990509,0.8012725263029129,0.5078947368421052,0.057665109634399414
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=9,0.4,backward,RandomForest,0.6896496383074068,0.06051981898894574,0.791369241087551,0.6710526315789475,0.060663700103759766
DecisionTree,5,score_risque_client;jour;mois;jour_semaine;is_weekend,max_depth=None,0.4,backward,RandomForest,0.7895902234601871,0.0585333276552472,0.8697708758215711,0.7736842105263159,0.06114459037780762
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=50,0.4,backward,RandomForest,0.8162730118426451,0.03766760206633278,0.9063204897971383,0.7973684210526316,0.5113952159881592
RandomForest,5,score_risque_client;jour;mois;jour_semaine;is_weekend,n_estimators=100,0.4,backward,RandomForest,0.8210459944099423,0.04411392612938349,0.9229301062677022,0.8,0.9290597438812256
KNN,4,score_risque_client;jour;mois;jour_semaine,k=3,0.1,backward,RandomForest,0.24822859122532134,0.07504058129521218,0.3777722277722278,0.23157894736842105,0.09674334526062012
KNN,4,score_risque_client;jour;mois;jour_semaine,k=5,0.1,backward,RandomForest,0.21354169855109317,0.08471206832708279,0.46603174603174596,0.1894736842105263,0.09310054779052734
KNN,4,score_risque_client;jour;mois;jour_semaine,k=7,0.1,backward,RandomForest,0.14898881860584798,0.03072402351962269,0.6371428571428571,0.12631578947368421,0.10300850868225098
KNN,4,score_risque_client;jour;mois;jour_semaine,k=9,0.1,backward,RandomForest,0.10144027913015255,0.031494370774891076,0.6166666666666667,0.08421052631578947,0.10226202011108398
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=3,0.1,backward,RandomForest,0.03896103896103896,0.03181155510108023,0.6,0.031578947368421054,0.06493854522705078
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=5,0.1,backward,RandomForest,0.10161926680914024,0.07419309852889057,0.8666666666666666,0.08421052631578947,0.05458378791809082
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=7,0.1,backward,RandomForest,0.135105580693816,0.08428218433986226,0.611111111111111,0.11578947368421053,0.053667306900024414
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=9,0.1,backward,RandomForest,0.1708538281043182,0.07786637473842839,0.5773809523809523,0.1473684210526316,0.053113460540771484
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=None,0.1,backward,RandomForest,0.2878735101122092,0.07207936683355977,0.3974684371356198,0.27368421052631575,0.06306171417236328
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=50,0.1,backward,RandomForest,0.30898457162938936,0.13230069781194376,0.5047086247086247,0.28421052631578947,0.4898817539215088
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=100,0.1,backward,RandomForest,0.2912693422839342,0.13610697473483463,0.5361111111111112,0.26315789473684215,0.8739995956420898
KNN,4,score_risque_client;jour;mois;jour_semaine,k=3,0.2,backward,RandomForest,0.5097654012590527,0.041457436070146236,0.5298914881267823,0.5052631578947369,0.09605884552001953
KNN,4,score_risque_client;jour;mois;jour_semaine,k=5,0.2,backward,RandomForest,0.49491646966576386,0.0828524498664873,0.5452655865556595,0.4842105263157895,0.09601879119873047
KNN,4,score_risque_client;jour;mois;jour_semaine,k=7,0.2,backward,RandomForest,0.4226974300744792,0.07864207194301016,0.5518433179723502,0.4,0.10074067115783691
KNN,4,score_risque_client;jour;mois;jour_semaine,k=9,0.2,backward,RandomForest,0.36415055313793737,0.08070135251342184,0.5606813186813187,0.3368421052631579,0.10101008415222168
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=3,0.2,backward,RandomForest,0.1448223786240806,0.09835699462229001,1.0,0.12105263157894738,0.06086158752441406
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=5,0.2,backward,RandomForest,0.3072111597109396,0.08195963942679813,1.0,0.2631578947368421,0.05238533020019531
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=7,0.2,backward,RandomForest,0.41369901889891897,0.039544485612762185,0.9578947368421054,0.36315789473684207,0.0539398193359375
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=9,0.2,backward,RandomForest,0.4711923890060706,0.043319937356111775,0.9178159301998312,0.42105263157894746,0.05403399467468262
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=None,0.2,backward,RandomForest,0.5940320174303718,0.03589282537491049,0.7481828628477963,0.568421052631579,0.05605363845825195
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=50,0.2,backward,RandomForest,0.5966560293873691,0.033369056631830984,0.8304601545381157,0.5578947368421053,0.4972505569458008
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=100,0.2,backward,RandomForest,0.6142827811542895,0.046076484495002804,0.8180055210489993,0.5789473684210525,0.9100320339202881
KNN,4,score_risque_client;jour;mois;jour_semaine,k=3,0.3,backward,RandomForest,0.7210035655651167,0.02039476067173392,0.6534812298890139,0.7403508771929824,0.10174727439880371
KNN,4,score_risque_client;jour;mois;jour_semaine,k=5,0.3,backward,RandomForest,0.7097124818768636,0.05274206352164124,0.6532658055890977,0.7263157894736841,0.10030174255371094
KNN,4,score_risque_client;jour;mois;jour_semaine,k=7,0.3,backward,RandomForest,0.6975492554157869,0.04312740138791894,0.6231690509817213,0.7192982456140351,0.10276436805725098
KNN,4,score_risque_client;jour;mois;jour_semaine,k=9,0.3,backward,RandomForest,0.6842146080493652,0.03514378357311019,0.6234513421234854,0.7017543859649124,0.10788893699645996
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=3,0.3,backward,RandomForest,0.14050319633671943,0.027977589370033425,1.0,0.11578947368421053,0.056200504302978516
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=5,0.3,backward,RandomForest,0.29933439421482705,0.06509126628973506,0.9428571428571428,0.256140350877193,0.052507877349853516
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=7,0.3,backward,RandomForest,0.37858538830656874,0.03859400256573407,0.9513043478260869,0.3298245614035088,0.056215524673461914
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=9,0.3,backward,RandomForest,0.4478978333688355,0.07118401813767329,0.8877224736048266,0.4,0.056604862213134766
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=None,0.3,backward,RandomForest,0.7098299494722463,0.03471292529573923,0.8612914958795356,0.6807017543859649,0.055806636810302734
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=50,0.3,backward,RandomForest,0.7476960186396319,0.03305213471357793,0.9104599074669852,0.7157894736842104,0.5123834609985352
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=100,0.3,backward,RandomForest,0.7526787917964388,0.04530504202695592,0.902713303245218,0.7228070175438596,0.9394316673278809
KNN,4,score_risque_client;jour;mois;jour_semaine,k=3,0.4,backward,RandomForest,0.8034145518815755,0.019605149169997393,0.7242851480151324,0.8263157894736842,0.1134796142578125
KNN,4,score_risque_client;jour;mois;jour_semaine,k=5,0.4,backward,RandomForest,0.793355113262108,0.030868425885548206,0.6936953251106575,0.8236842105263158,0.11177372932434082
KNN,4,score_risque_client;jour;mois;jour_semaine,k=7,0.4,backward,RandomForest,0.7663137747855144,0.032801623553534436,0.672286938697931,0.7947368421052632,0.11609530448913574
KNN,4,score_risque_client;jour;mois;jour_semaine,k=9,0.4,backward,RandomForest,0.7375684828322185,0.04473133406660139,0.6610931362116551,0.7605263157894736,0.11076641082763672
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=3,0.4,backward,RandomForest,0.14353182835511377,0.034022116315975355,1.0,0.11842105263157894,0.05206727981567383
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=5,0.4,backward,RandomForest,0.2751255226471251,0.08193221806666263,1.0,0.23421052631578948,0.051419973373413086
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=7,0.4,backward,RandomForest,0.3913259767809784,0.14575313479702615,0.8018885618187881,0.35789473684210527,0.05681204795837402
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=9,0.4,backward,RandomForest,0.5285565486604333,0.09220341187593754,0.8388119555882714,0.4894736842105264,0.05941915512084961
DecisionTree,4,score_risque_client;jour;mois;jour_semaine,max_depth=None,0.4,backward,RandomForest,0.7934423362368938,0.035370846132635386,0.8769437633142523,0.7763157894736843,0.07053160667419434
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=50,0.4,backward,RandomForest,0.8264810845181831,0.04845270176632312,0.9144676274752082,0.8078947368421051,0.6699683666229248
RandomForest,4,score_risque_client;jour;mois;jour_semaine,n_estimators=100,0.4,backward,RandomForest,0.8234368382833346,0.03845166316728738,0.9231034673687846,0.8026315789473685,1.302046775817871
KNN,3,score_risque_client;jour;mois,k=3,0.1,backward,RandomForest,0.18617917060780717,0.04042701899962416,0.33894105894105897,0.16842105263157894,0.09173250198364258
KNN,3,score_risque_client;jour;mois,k=5,0.1,backward,RandomForest,0.15101362052581563,0.08490002620134356,0.27499999999999997,0.13684210526315788,0.12003970146179199
KNN,3,score_risque_client;jour;mois,k=7,0.1,backward,RandomForest,0.07413549816071294,0.05867389337646806,0.3923809523809524,0.06315789473684211,0.10814499855041504
KNN,3,score_risque_client;jour;mois,k=9,0.1,backward,RandomForest,0.025807525807525804,0.03160873120235574,0.3,0.021052631578947368,0.09645438194274902
DecisionTree,3,score_risque_client;jour;mois,max_depth=3,0.1,backward,RandomForest,0.025974025974025972,0.03181155510108023,0.4,0.021052631578947368,0.05259299278259277
DecisionTree,3,score_risque_client;jour;mois,max_depth=5,0.1,backward,RandomForest,0.05161505161505161,0.048060612664037786,0.6,0.042105263157894736,0.052304983139038086
DecisionTree,3,score_risque_client;jour;mois,max_depth=7,0.1,backward,RandomForest,0.08716283716283715,0.06109535247693114,0.575,0.07368421052631578,0.055132150650024414
DecisionTree,3,score_risque_client;jour;mois,max_depth=9,0.1,backward,RandomForest,0.12442456181971204,0.03861089109074262,0.5104761904761904,0.10526315789473684,0.05318927764892578
DecisionTree,3,score_risque_client;jour;mois,max_depth=None,0.1,backward,RandomForest,0.25869651571898766,0.13656810554434948,0.3573260073260074,0.24210526315789474,0.05400252342224121
RandomForest,3,score_risque_client;jour;mois,n_estimators=50,0.1,backward,RandomForest,0.13256849065852655,0.069030882956399,0.3276190476190476,0.11578947368421053,0.4758157730102539
RandomForest,3,score_risque_client;jour;mois,n_estimators=100,0.1,backward,RandomForest,0.14490431075184723,0.08813660915511759,0.36738095238095236,0.12631578947368421,0.868257999420166
KNN,3,score_risque_client;jour;mois,k=3,0.2,backward,RandomForest,0.3788189765786983,0.03618578502437314,0.4666382495026996,0.3631578947368421,0.14074921607971191
KNN,3,score_risque_client;jour;mois,k=5,0.2,backward,RandomForest,0.32892856154717376,0.04799541331290218,0.43563859416445627,0.31052631578947365,0.12285089492797852
KNN,3,score_risque_client;jour;mois,k=7,0.2,backward,RandomForest,0.2785467391629074,0.06653793589442762,0.4182769726247987,0.25789473684210523,0.10181951522827148
KNN,3,score_risque_client;jour;mois,k=9,0.2,backward,RandomForest,0.2814398219482965,0.054591891957752256,0.4488695652173913,0.2578947368421053,0.17617082595825195
DecisionTree,3,score_risque_client;jour;mois,max_depth=3,0.2,backward,RandomForest,0.026058908411849584,0.0243193739434574,0.6,0.021052631578947368,0.07178783416748047
DecisionTree,3,score_risque_client;jour;mois,max_depth=5,0.2,backward,RandomForest,0.1398263027295285,0.060357304321081565,0.9333333333333332,0.11578947368421053,0.07895874977111816
DecisionTree,3,score_risque_client;jour;mois,max_depth=7,0.2,backward,RandomForest,0.2188607057346738,0.05361890443861642,0.9577777777777777,0.18421052631578946,0.0844123363494873
DecisionTree,3,score_risque_client;jour;mois,max_depth=9,0.2,backward,RandomForest,0.37532540558944777,0.06716892579100936,0.8396078431372549,0.33157894736842103,0.08572888374328613
DecisionTree,3,score_risque_client;jour;mois,max_depth=None,0.2,backward,RandomForest,0.5223584706496739,0.05488572744397669,0.7344565217391305,0.4894736842105264,0.07575678825378418
RandomForest,3,score_risque_client;jour;mois,n_estimators=50,0.2,backward,RandomForest,0.4478039389085673,0.03474138477173154,0.707857142857143,0.41052631578947374,0.594883918762207
